node,mean_score,std_score,boot_times,stability_score,city
bus_BV10062724,0.33355395244469077,0.055470730199497185,10,6.01315128020798,Chengdu
bus_BV10344996,1.231617829479021,0.2840734439131087,8,4.3355611462933235,Chengdu
bus_BV11339990,0.40851060972813896,0.13560181509094585,10,3.012574568625148,Chengdu
bus_BV10750208,1.2904609991629665,0.45504198316672895,10,2.83591628584076,Chengdu
bus_BV10063435,1.4688381454908686,0.5183125443150033,10,2.833884946954585,Chengdu
bus_BV09064313,2.0274772960843017,0.8304568843515661,10,2.4413998003681914,Chengdu
bus_BV10061406,0.14166884705782068,0.07163284977354453,10,1.9777075424000015,Chengdu
bus_BV09015235,0.1217568792792367,0.07996176427094594,10,1.522688564496711,Chengdu
bus_BV11294785,0.7619196643917772,0.5243700746078391,10,1.453018939784855,Chengdu
bus_BV10759178,1.256306078474952,0.9234898032585142,10,1.360389752478268,Chengdu
bus_BV10065923,0.8492259824647436,0.654255344280706,10,1.2980038709784651,Chengdu
bus_BV11119023,1.2018814129743165,0.0,1,1.2018814129743165,Chengdu
bus_BV10464455,0.27044810687813714,0.25075658666409156,10,1.0785283836038975,Chengdu
bus_BV10061325,0.09125519864564964,0.09279942201818156,10,0.9833594523269349,Chengdu
bus_BV11321606,0.2753738513813307,0.31729064557717723,10,0.8678914633663053,Chengdu
bus_BV10060985,0.10099910951179707,0.12999761386198627,10,0.776930427736311,Chengdu
bus_BV11320706,0.04523493788540165,0.07160649126666029,10,0.6317155158432921,Chengdu
bus_BV10060961,0.03037933830238467,0.3833265821914055,10,0.07925184143555435,Chengdu
bus_BV11491670,-0.013728590683975084,0.13141532260058433,3,-0.10446719125005692,Chengdu
bus_BV10062896,-0.008773143420368315,0.06699047008666553,10,-0.13096104713712317,Chengdu
bus_BV10062123,-0.08346713911182543,0.5252369982279737,10,-0.15891328639126925,Chengdu
bus_BV10344756,-0.1938134793791301,0.32651440537520915,10,-0.5935832240558575,Chengdu
bus_BV10061294,-0.16561491444650558,0.2703025889471633,10,-0.6127018944382356,Chengdu
bus_BV11321543,-0.30757660822957755,0.4436659939372087,10,-0.6932616100852036,Chengdu
bus_BV10998184,-0.313129716155398,0.3061724432033263,9,-1.0227233471832013,Chengdu
bus_BV10537296,-0.10833061281980864,0.10255906761857733,10,-1.0562752253164363,Chengdu
bus_BV10064278,-0.26100577374340184,0.22897969913057667,10,-1.139864203402242,Chengdu
bus_BV10062836,-0.06468830226514473,0.04331627045522829,10,-1.4933946679010577,Chengdu
bus_BV10751496,-0.35956297624534433,0.20980546249906068,8,-1.713792171207327,Chengdu
bus_BV10061400,-0.32223331732524846,0.1775172580530583,10,-1.8152223772897174,Chengdu
bus_BV09002690,-0.34629488822495685,0.1835312759344175,3,-1.886843904906223,Chengdu
bus_BV09029831,-0.221918327589119,0.11533960620980517,3,-1.924042535267717,Chengdu
bus_BV10061173,-0.32076482185200306,0.15586726925064442,10,-2.0579355936289425,Chengdu
bus_BV11001642,-0.2626083480583521,0.11403631512924149,10,-2.302848217537075,Chengdu
bus_BV10061693,-0.41996177220488357,0.16768660942682792,10,-2.504444144919619,Chengdu
bus_BV10061133,-0.2943696937673042,0.11155383644711901,10,-2.638812583722492,Chengdu
bus_BV10061163,-0.2907420022577751,0.10868933510610819,10,-2.674981636644674,Chengdu
bus_BV10415862,-0.11855565153883434,0.04350332686841007,9,-2.7252082270710476,Chengdu
bus_BV10061326,-0.38822186212756243,0.1070613524934273,10,-3.6261621661259555,Chengdu
bus_BV09066830,-0.3340617342818714,0.08618349684201058,10,-3.876167801970102,Chengdu
bus_BV11216303,-0.37026786539298506,0.08728941331567792,10,-4.241841122651589,Chengdu
bus_BV09031142,-0.4255809647078962,0.09745524955981405,7,-4.366936855231421,Chengdu
bus_BV09042752,-0.41328510692718573,0.09447093699255432,10,-4.37473233924244,Chengdu
bus_BV11304289,-0.39964240983441607,0.08935760033428444,10,-4.47239365891013,Chengdu
bus_BV11485881,-0.3629726995859081,0.07609115613135581,10,-4.770234418004715,Chengdu
bus_BV09339534,-0.5815898303804191,0.10554521565318362,10,-5.510337647024362,Chengdu
bus_BV09108921,-0.4995514523711725,0.07906515073793116,10,-6.31822471122246,Chengdu
bus_BV10061835,-0.2961291865517605,0.04119495402259591,10,-7.188480280971486,Chengdu
bus_BV10537297,-0.38401433739729507,0.04992816417995231,10,-7.691335477504575,Chengdu
bus_BV10348380,-0.5256161589136032,0.06547223974379623,10,-8.028075420814565,Chengdu
bus_BV11689370,-0.46873668126681906,0.05729643818591888,10,-8.180902937400845,Chengdu
bus_BV10062479,-0.5235089566675717,0.06311574013340324,9,-8.294426598132295,Chengdu
bus_BV10062819,-0.35860685692684235,0.03711238546483128,10,-9.662724608188334,Chengdu
bus_BV10061123,-0.4724308010588364,0.047616892538527855,10,-9.921493752698057,Chengdu
