node,mean_score,std_score,boot_times,stability_score,city
bus_BV10157308,2.9658394690550685,0.2080281950646693,10,14.256910346042183,Qingdao
bus_BV10624620,0.5345518657793557,0.03914452345312901,10,13.655849709370502,Qingdao
bus_BV11556857,0.7075909098659917,0.0681354261796675,10,10.385064652703377,Qingdao
bus_BV11323156,0.427825795412795,0.11292395444308537,10,3.7886182753389144,Qingdao
bus_BV10614269,0.20276459651835857,0.053907565101289155,10,3.761337736623765,Qingdao
bus_BV09048417,1.5993239756072912,0.46903366135445135,10,3.409827637723419,Qingdao
bus_BV10393205,0.4040443485518749,0.19461538843210102,10,2.0761170586038755,Qingdao
bus_BV10393370,0.27833810472373943,0.13962495404657488,10,1.9934694817962055,Qingdao
bus_BV10398382,0.1682628503789212,0.09142246191458393,10,1.8404977119425219,Qingdao
bus_BV09121113,0.3427666221028036,0.215131261749591,10,1.5932905491386578,Qingdao
bus_BV11688664,0.43066284808183586,0.2851760520176661,10,1.5101647909534466,Qingdao
bus_BV11245928,0.2399529992949315,0.17008085441162515,10,1.410817143510064,Qingdao
metro_BV10425284,0.26543024452613595,0.1912918739999223,10,1.387566680697461,Qingdao
bus_BV09053351,0.022538503016933387,0.0204074146746686,10,1.1044266180685727,Qingdao
bus_BV10154505,0.025111376676787697,0.07551471751540262,7,0.33253614894744565,Qingdao
bus_BV11319534,0.08180876880531941,0.2989305057117417,10,0.27367152065601597,Qingdao
bus_BV10156828,0.177385101824384,0.0,1,0.177385101824384,Qingdao
bus_BV11688010,0.0016734400308333161,0.16270785117467254,10,0.010284936565153543,Qingdao
bus_BV10154780,-0.17564008356461924,0.42155992193272873,7,-0.4166432107514605,Qingdao
bus_BV11031444,-0.06878932097369286,0.1374363401031179,10,-0.5005176645194706,Qingdao
bus_BV10156446,-0.05140498086723046,0.08845379279177369,10,-0.5811506034199717,Qingdao
bus_BV10592454,-0.13399734848456293,0.20795187836395015,10,-0.6443670674922916,Qingdao
bus_BV11681405,-0.19604789341275727,0.27914425125517206,10,-0.7023174774621123,Qingdao
bus_BV10777786,-0.34989140420815246,0.41488469216320956,10,-0.843346120943525,Qingdao
bus_BV10154570,-0.04799528384409825,0.05644030842261081,10,-0.8503723080497477,Qingdao
bus_BV10158541,-0.06017817042430766,0.059514278459581356,10,-1.0111550012931294,Qingdao
bus_BV10155882,-0.11273406572312342,0.09740422000082262,10,-1.157383675454047,Qingdao
bus_BV10158594,-0.16698247752494727,0.12470802591241792,10,-1.3389873098652485,Qingdao
bus_BV09072859,-0.25109201922324687,0.147520950278707,10,-1.7020769031659373,Qingdao
bus_BV10157057,-0.227617993164551,0.11983509285089688,10,-1.8994266934268955,Qingdao
bus_BV09247029,-0.12907998802518728,0.06084658951471237,10,-2.1214001941715157,Qingdao
bus_BV10708382,-0.06400904358560591,0.02930023334573365,10,-2.18459085238028,Qingdao
bus_BV11283391,-0.2637308522152276,0.10975895678782482,10,-2.402818283858721,Qingdao
bus_BV10154691,-0.09145132874928665,0.037977549400278886,10,-2.4080359610632343,Qingdao
bus_BV11460046,-0.22939253443068736,0.08898250966602943,10,-2.5779505378320033,Qingdao
bus_BV10155464,-0.09326325919595332,0.030214203012944675,10,-3.0867346819854795,Qingdao
bus_BV10156768,-0.34250768262652637,0.09834235275896432,6,-3.482809168069387,Qingdao
bus_BV09039123,-0.3241935429561156,0.0817291578904835,10,-3.9666810677741466,Qingdao
bus_BV10154465,-0.4624710174078511,0.08659909944296068,4,-5.34036689733469,Qingdao
bus_BV10158106,-0.5694312196188621,0.1025518596551522,10,-5.552616656660378,Qingdao
bus_BV11688673,-0.31486076930083085,0.052646830474751265,10,-5.980620422071367,Qingdao
bus_BV10502235,-0.40519323392613427,0.06676621230063778,10,-6.068835707097715,Qingdao
bus_BV10154622,-0.37107719246740084,0.06111217368771775,10,-6.072065668011459,Qingdao
bus_BV10399000,-0.33217530341276646,0.05436703471041907,10,-6.10986499601122,Qingdao
bus_BV11125438,-0.2791585314738627,0.04551370552064452,10,-6.133503456716019,Qingdao
bus_BV10960439,-0.41672574405620155,0.06411959014062266,10,-6.4991943671243675,Qingdao
bus_BV11202389,-0.40563932009717335,0.054515358024283186,7,-7.440825125063567,Qingdao
bus_BV10154534,-0.26451271653050334,0.035204417405343705,2,-7.513620758119553,Qingdao
bus_BV11112064,-0.47381967691684634,0.05738442208304541,10,-8.256937634777767,Qingdao
bus_BV11594901,-0.42131809633349093,0.04662738899517168,10,-9.035848136781528,Qingdao
bus_BV11545714,-0.470265371054489,0.04419961520141788,10,-10.639578252337836,Qingdao
bus_BV09020809,-0.3976323353287413,0.03621568290908632,4,-10.979558953267398,Qingdao
bus_BV10156824,-0.35318307695383205,0.02805576944608123,10,-12.588603272726536,Qingdao
bus_BV10154584,-0.34961125060559867,0.02417916957920226,10,-14.45918582391923,Qingdao
bus_BV10398980,-0.4033838296970902,0.003006166896471552,2,-134.18499429310197,Qingdao
