node,pre_eff,post_eff,efficiency_loss,lcc_loss,reachability_loss,centrality_consensus,degree_rank,interlayer_ratio,bottleneck_score,robust_score,city
bus_BV11473612,3.850230053740222e-05,3.834873568660876e-05,1.5356485079346137e-07,0.004326266209040308,0.01141552511415525,6.218588221699655,36.0,0.0,2.393139280264945,2.393139280264945,Zhengzhou
bus_BV11485472,3.850230053740222e-05,3.813357579801668e-05,3.687247393855436e-07,0.0013569046217816183,0.0091324200913242,8.17359012518532,60.0,0.0,2.146833844932527,2.146833844932527,Zhengzhou
bus_BV11688495,3.850230053740222e-05,3.827023429124358e-05,2.3206624615863786e-07,0.0006820497155864969,0.00684931506849315,9.653065691381462,8.5,0.0,1.4609522063011777,1.4609522063011777,Zhengzhou
bus_BV11040218,3.850230053740222e-05,3.842377344240865e-05,7.852709499356922e-08,7.1948093912643785e-06,0.0,9.974327000857127,92.0,0.1111111111111111,1.1942271810223566,1.1942271810223566,Zhengzhou
bus_BV11411663,3.850230053740222e-05,3.850230053740222e-05,0.0,0.0005470787343474504,0.0,15.212414257508973,1.0,0.0,0.6511364001232873,0.6511364001232873,Zhengzhou
bus_BV10865090,3.850230053740222e-05,3.850011135524089e-05,2.189182161328111e-09,7.1948093912643785e-06,0.0,8.793506427610113,17.5,0.08333333333333333,0.5859333305838046,0.5859333305838046,Zhengzhou
bus_BV10938051,3.850230053740222e-05,3.844377401191528e-05,5.8526525486938836e-08,7.1948093912643785e-06,0.0,13.252462577718402,60.0,0.0,0.4672224217439324,0.4672224217439324,Zhengzhou
bus_BV10091315,3.850230053740222e-05,3.847189287040597e-05,3.04076669962482e-08,7.1948093912643785e-06,0.0,13.875157606597286,17.5,0.0,0.44340366332392783,0.44340366332392783,Zhengzhou
bus_BV10090543,3.850230053740222e-05,3.851857425547949e-05,-1.6273718077271335e-08,7.1948093912643785e-06,0.0,6.300891394011615,17.5,0.08333333333333333,0.27358106497545165,0.27358106497545165,Zhengzhou
bus_BV10946669,3.850230053740222e-05,3.8414484994278294e-05,8.78155431239264e-08,7.1948093912643785e-06,0.0,9.844537007908023,4.5,0.0,0.20985729405628173,0.20985729405628173,Zhengzhou
bus_BV10090686,3.850230053740222e-05,3.84521089361538e-05,5.0191601248418126e-08,7.1948093912643785e-06,0.0,10.827566170250831,8.5,0.0,0.19331037567963943,0.19331037567963943,Zhengzhou
bus_BV09006347,3.850230053740222e-05,3.846962997719828e-05,3.2670560203943994e-08,0.0012219336405425718,0.0,6.701571342166166,36.0,0.0,0.0894564736032898,0.0894564736032898,Zhengzhou
bus_BV11553080,3.850230053740222e-05,3.8439207947315924e-05,6.309259008629645e-08,0.00027713677186935737,0.00228310502283105,6.554430194778106,277.0,0.0,0.08420931679944589,0.08420931679944589,Zhengzhou
bus_BV11598603,3.850230053740222e-05,3.845059354448302e-05,5.170699291920166e-08,7.1948093912643785e-06,0.0,8.436415727327311,17.5,0.0,-0.04649957773780097,-0.04649957773780097,Zhengzhou
bus_BV11247482,3.850230053740222e-05,3.8457231435813535e-05,4.506910158868561e-08,0.00014216579063031087,0.0,7.506227155695288,92.0,0.0,-0.12087804653447513,-0.12087804653447513,Zhengzhou
bus_BV10091680,3.850230053740222e-05,3.84804366357963e-05,2.186390160591737e-08,7.1948093912643785e-06,0.0,8.593676016591802,4.5,0.0,-0.12328020671387356,-0.12328020671387356,Zhengzhou
bus_BV10636061,3.850230053740222e-05,3.8481371944161376e-05,2.0928593240844443e-08,7.1948093912643785e-06,0.0,8.618634430209582,4.5,0.0,-0.12363828392366878,-0.12363828392366878,Zhengzhou
bus_BV11674092,3.850230053740222e-05,3.841326012376437e-05,8.904041363784829e-08,7.1948093912643785e-06,0.0,6.279932266602027,60.0,0.0,-0.15085721936148622,-0.15085721936148622,Zhengzhou
bus_BV10751375,3.850230053740222e-05,3.8425871416930374e-05,7.642912047184689e-08,7.1948093912643785e-06,0.0,6.612270641579728,17.5,0.0,-0.1561138652952344,-0.1561138652952344,Zhengzhou
bus_BV11018953,3.850230053740222e-05,3.845527718717941e-05,4.7023350222811947e-08,7.1948093912643785e-06,0.0,7.437400795178471,60.0,0.0,-0.16323554304725052,-0.16323554304725052,Zhengzhou
bus_BV10090634,3.850230053740222e-05,3.847598022029663e-05,2.6320317105592793e-08,7.1948093912643785e-06,0.0,7.921609983581626,17.5,0.0,-0.17814047251731674,-0.17814047251731674,Zhengzhou
bus_BV10591774,3.850230053740222e-05,3.847209111072111e-05,3.0209426681113843e-08,7.1948093912643785e-06,0.0,7.751194585042418,17.5,0.0,-0.18346589517026196,-0.18346589517026196,Zhengzhou
bus_BV11276236,3.850230053740222e-05,3.845420685893292e-05,4.809367846930258e-08,0.00014216579063031087,0.0,6.8007722659808865,156.5,0.0,-0.18360818491162267,-0.18360818491162267,Zhengzhou
bus_BV11569743,3.850230053740222e-05,3.8481790343748834e-05,2.0510193653386897e-08,7.1948093912643785e-06,0.0,8.037581897222045,4.5,0.0,-0.1843601868620245,-0.1843601868620245,Zhengzhou
bus_BV10090945,3.850230053740222e-05,3.84779106751686e-05,2.4389862233620155e-08,7.1948093912643785e-06,0.0,7.829375400767106,92.0,0.0,-0.19357960484986747,-0.19357960484986747,Zhengzhou
bus_BV11344565,3.850230053740222e-05,3.8479863577042784e-05,2.2436960359436967e-08,7.1948093912643785e-06,0.0,7.82838756403142,60.0,0.0,-0.19975745113190707,-0.19975745113190707,Zhengzhou
bus_BV10338068,3.850230053740222e-05,3.846534535051615e-05,3.6955186886073214e-08,7.1948093912643785e-06,0.0,7.090218350143779,92.0,0.0,-0.23006835515676033,-0.23006835515676033,Zhengzhou
bus_BV09045125,3.850230053740222e-05,3.848087116394259e-05,2.1429373459630626e-08,0.00014216579063031087,0.0,7.007111207517661,60.0,0.0,-0.24547849956962603,-0.24547849956962603,Zhengzhou
bus_BV11639013,3.850230053740222e-05,3.848957623510713e-05,1.2724302295087815e-08,7.1948093912643785e-06,0.0,7.618314314680947,17.5,0.0,-0.2514628907451513,-0.2514628907451513,Zhengzhou
bus_BV09192253,3.850230053740222e-05,3.848714546968816e-05,1.5155067714059823e-08,7.1948093912643785e-06,0.0,7.52383763265637,60.0,0.0,-0.2535605355061665,-0.2535605355061665,Zhengzhou
bus_BV11473337,3.850230053740222e-05,3.848372111500498e-05,1.8579422397240896e-08,7.1948093912643785e-06,0.0,7.10433780159191,17.5,0.0,-0.28580416634506217,-0.28580416634506217,Zhengzhou
bus_BV09366216,3.850230053740222e-05,3.855405452981014e-05,-5.1753992407920955e-08,7.1948093912643785e-06,0.0,9.234273995775682,2.0,0.0,-0.2868471081276849,-0.2868471081276849,Zhengzhou
bus_BV10090790,3.850230053740222e-05,3.8500654076748384e-05,1.646460653836261e-09,0.00014216579063031087,0.0,6.9835678924806475,92.0,0.0,-0.30944441608329465,-0.30944441608329465,Zhengzhou
bus_BV11261653,3.850230053740222e-05,3.850077961187604e-05,1.5209255261805694e-09,7.1948093912643785e-06,0.0,7.32327832908557,17.5,0.0,-0.31649550123954784,-0.31649550123954784,Zhengzhou
bus_BV10090851,3.850230053740222e-05,3.8481371909158173e-05,2.0928628244047307e-08,7.1948093912643785e-06,0.0,6.678551131177544,8.5,0.0,-0.3220362371638436,-0.3220362371638436,Zhengzhou
bus_BV09321032,3.850230053740222e-05,3.84684185491807e-05,3.388198822152293e-08,7.1948093912643785e-06,0.0,6.276950645531107,36.0,0.0,-0.32279811204101155,-0.32279811204101155,Zhengzhou
bus_BV11275419,3.850230053740222e-05,3.847298071051021e-05,2.9319826892009978e-08,7.1948093912643785e-06,0.0,6.393179579831031,92.0,0.0,-0.32510827007917315,-0.32510827007917315,Zhengzhou
bus_BV09224090,3.850230053740222e-05,3.848540027945599e-05,1.690025794622832e-08,7.1948093912643785e-06,0.0,6.731403000814248,36.0,0.0,-0.3291665090453394,-0.3291665090453394,Zhengzhou
bus_BV10619506,3.850230053740222e-05,3.84989780263927e-05,3.3225110095228298e-09,7.1948093912643785e-06,0.0,7.065485668432731,17.5,0.0,-0.33725208463372863,-0.33725208463372863,Zhengzhou
bus_BV10090995,3.850230053740222e-05,3.850230053740222e-05,0.0,7.1948093912643785e-06,0.0,7.1500193444708895,8.5,0.0,-0.3389460748900596,-0.3389460748900596,Zhengzhou
bus_BV09184916,3.850230053740222e-05,3.847580390902842e-05,2.649662837380382e-08,7.1948093912643785e-06,0.0,6.313707486797147,277.0,0.0,-0.3420202188708717,-0.3420202188708717,Zhengzhou
bus_BV10091381,3.850230053740222e-05,3.848008742081298e-05,2.221311658924367e-08,7.1948093912643785e-06,0.0,6.385512650134422,17.5,0.0,-0.34800619819139594,-0.34800619819139594,Zhengzhou
bus_BV10092280,3.850230053740222e-05,3.8486775728937375e-05,1.5524808464846063e-08,7.1948093912643785e-06,0.0,6.56364349714284,92.0,0.0,-0.35060201467198604,-0.35060201467198604,Zhengzhou
bus_BV10090887,3.850230053740222e-05,3.8496230765907724e-05,6.069771494496528e-09,7.1948093912643785e-06,0.0,6.478385332444707,36.0,0.0,-0.38874189551169136,-0.38874189551169136,Zhengzhou
bus_BV10092843,3.850230053740222e-05,3.84993723524465e-05,2.9281849557184617e-09,7.1948093912643785e-06,0.0,6.308010457550981,17.5,0.0,-0.4159405289847929,-0.4159405289847929,Zhengzhou
bus_BV10897066,3.850230053740222e-05,3.8498079873996146e-05,4.2206634060743616e-09,7.1948093912643785e-06,0.0,6.238007943544899,17.5,0.0,-0.41907737791876887,-0.41907737791876887,Zhengzhou
bus_BV10420566,3.850230053740222e-05,3.850230053740222e-05,0.0,7.1948093912643785e-06,0.0,6.356670898517485,36.0,0.0,-0.4200759904832732,-0.4200759904832732,Zhengzhou
bus_BV11565414,3.850230053740222e-05,3.850060678491067e-05,1.6937524915523988e-09,7.1948093912643785e-06,0.0,6.273734607254302,156.5,0.0,-0.4232868408899766,-0.4232868408899766,Zhengzhou
bus_BV09016776,3.850230053740222e-05,3.850224696232911e-05,5.357507310916254e-11,7.1948093912643785e-06,0.0,6.27081229913308,36.0,0.0,-0.428689409423779,-0.428689409423779,Zhengzhou
bus_BV11400133,3.850230053740222e-05,3.8532333217174214e-05,-3.0032679771992805e-08,7.1948093912643785e-06,0.0,6.538451189688721,36.0,0.0,-0.49493907978028884,-0.49493907978028884,Zhengzhou
