node,mean_score,std_score,boot_times,stability_score,city
bus_BV10416038,0.786495112918576,0.010921137393458766,10,72.01579509765138,Hefei
bus_BV11547836,0.4871438319925228,0.020808334635649565,10,23.410984416219797,Hefei
bus_BV11446275,1.7327686809300107,0.1391335559006479,10,12.453994618145137,Hefei
bus_BV10412293,0.29175341890666356,0.026714601304203726,10,10.921117870083108,Hefei
bus_BV11596329,0.32511860785572405,0.0332734953097696,10,9.771095796157802,Hefei
bus_BV10171581,0.17978346964163028,0.022701285768058545,10,7.919524571570554,Hefei
bus_BV10171847,0.19049883277912558,0.025593867515400257,10,7.44314075366264,Hefei
bus_BV10722782,0.2741555725913578,0.04970460103555033,10,5.515696972163669,Hefei
bus_BV10964587,1.5548699792883482,0.30338991008069427,10,5.124988921434143,Hefei
bus_BV10171956,0.17554579998220723,0.03568769801404279,10,4.918942956861549,Hefei
bus_BV11004251,0.12369583727290263,0.02588363805541006,5,4.778918219259607,Hefei
bus_BV10845699,0.43792392386654067,0.11340116350621837,10,3.8617230344845335,Hefei
bus_BV10956500,1.1056433563918169,0.3636759248359427,10,3.0401883943477923,Hefei
bus_BV11276871,0.833464771364676,0.29806730496129585,10,2.796230010905093,Hefei
bus_BV10171768,0.06149199501406647,0.025498431397461357,10,2.4115981857694506,Hefei
bus_BV09043574,0.40819655250588127,0.22948687367937323,10,1.778735873533372,Hefei
bus_BV10171971,0.043050648614110246,0.03003357495059664,10,1.4334169125972092,Hefei
bus_BV10845720,0.37341381813846786,0.3428921460244246,10,1.0890124243958184,Hefei
bus_BV11271879,0.2596023037847617,0.26544925355552573,10,0.977973343408651,Hefei
bus_BV10648495,-0.001177577724824426,0.009906199152179777,10,-0.11887268951567714,Hefei
bus_BV10947330,-0.2052292163997248,0.0,1,-0.2052292163997248,Hefei
bus_BV11120538,-0.04752985407920739,0.16665391532019883,10,-0.2852009275382286,Hefei
bus_BV10945635,-0.15980158019407464,0.10960817385774685,10,-1.4579347505791216,Hefei
bus_BV10171704,-0.2719261336239561,0.10859174335699479,10,-2.504114034608139,Hefei
bus_BV10410404,-0.0839578944287618,0.024745882886067248,10,-3.3928011737266046,Hefei
bus_BV10656830,-0.23750498336679865,0.06133363819537874,10,-3.8723439800975963,Hefei
bus_BV10648909,-0.2582784562501333,0.06138291044436795,10,-4.207659954599489,Hefei
bus_BV11579381,-0.3004503791000201,0.07094598065056677,10,-4.234916960703823,Hefei
bus_BV10171767,-0.25985006674520517,0.041579687730446076,10,-6.249445785531385,Hefei
bus_BV10172604,-0.09844826808774021,0.01411899450388354,10,-6.972748543331172,Hefei
bus_BV10172006,-0.11594025863766047,0.013993355814820323,10,-8.285373238429068,Hefei
bus_BV09008381,-0.3415058533249367,0.03978273966146252,10,-8.584269720696376,Hefei
bus_BV11614195,-0.11664002144704366,0.011165869651270732,10,-10.446111286339134,Hefei
bus_BV11448917,-0.4317552512267797,0.03117549572586339,10,-13.849181951476504,Hefei
bus_BV10648499,-0.4444342733633002,0.028968436330378763,10,-15.34201276432381,Hefei
bus_BV10173465,-0.36206963965044814,0.02348554401350981,10,-15.416695703331992,Hefei
bus_BV10171797,-0.2320307030507225,0.014210409037479619,10,-16.32820977613309,Hefei
bus_BV11614125,-0.43377961596094733,0.025037585736284517,10,-17.32513059679741,Hefei
bus_BV10844024,-0.3059812207535475,0.015971094361947404,10,-19.158425981022035,Hefei
bus_BV09105974,-0.4638110666830285,0.023716696734719774,10,-19.55630146592141,Hefei
bus_BV10171556,-0.3620810956623088,0.015262295089663827,10,-23.723880078083546,Hefei
bus_BV11619576,-0.4342241717965122,0.01701603583720793,10,-25.51851211208077,Hefei
bus_BV10948623,-0.3782782095145746,0.013600679986537148,10,-27.81316314753289,Hefei
bus_BV10172339,-0.45447670287208164,0.014497791766969232,10,-31.347973311894034,Hefei
bus_BV10410966,-0.38690143624882845,0.012122279790768296,10,-31.916530863952158,Hefei
bus_BV10461125,-0.44975390220041406,0.013986926891782497,10,-32.15528215220948,Hefei
bus_BV11272457,-0.32396209848080376,0.009723817115055154,10,-33.31631616313103,Hefei
bus_BV10172343,-0.397127281747342,0.011780899301127079,10,-33.70939132086764,Hefei
bus_BV11449241,-0.3743003486796227,0.008278570260628325,10,-45.21310863648185,Hefei
bus_BV09411653,-0.4237932717634646,0.007779564405400199,10,-54.47512288966452,Hefei
bus_BV10172794,-0.42405469515378946,0.007065433263157815,10,-60.01813040732894,Hefei
bus_BV10171559,-0.4660484043602184,0.005047500261942255,4,-92.33233419537129,Hefei
