node,mean_score,std_score,boot_times,stability_score,city
bus_BV09244985,0.5329745194519505,0.03825124000839779,10,13.933519017939014,Foshan
bus_BV10251713,0.2153166065253731,0.021761664074869486,10,9.894303433853098,Foshan
bus_BV10254208,2.8450930101747622,0.3279347651443277,10,8.675789290484992,Foshan
bus_BV09306208,0.17896647304193594,0.024631354824406457,10,7.265796041663253,Foshan
bus_BV10251602,0.3047827789010365,0.04807800426774339,10,6.33933791865281,Foshan
bus_BV10254754,1.8515505717214402,0.4404310182755112,10,4.203951249690802,Foshan
bus_BV10450600,0.7823857628532002,0.22410679686678767,10,3.4911289567311607,Foshan
bus_BV11654362,0.9635296944022859,0.2937870192243034,10,3.2796876599566986,Foshan
bus_BV10252134,0.8104377865387364,0.2887164332239611,10,2.807037165909076,Foshan
bus_BV10251710,0.19526265058694264,0.08768533632544487,10,2.2268561255631445,Foshan
bus_BV10254120,0.9149821228590481,0.4136139407781078,10,2.2121645586125553,Foshan
bus_BV10330486,0.2647884173646342,0.12217439030589776,10,2.1672986869725768,Foshan
bus_BV10889437,0.5160681151272437,0.31422866512150105,10,1.6423329759058385,Foshan
bus_BV10257076,0.12248729404895461,0.09149262164739785,10,1.3387667601584208,Foshan
bus_BV10619428,0.1265108267845923,0.1036759267428684,10,1.2202525557917823,Foshan
bus_BV09219044,0.08970385864402657,0.07957709410291876,10,1.1272571382845331,Foshan
bus_BV11403329,0.020944370818129155,0.08998892326858438,10,0.2327438503534406,Foshan
bus_BV10253116,-0.058778484496759674,0.05991155701374436,10,-0.9810874164462308,Foshan
bus_BV10450591,-0.13907188312428137,0.12710930412252794,10,-1.0941124502506718,Foshan
bus_BV10253367,-0.11536742152524697,0.08116447255961604,10,-1.421402784654095,Foshan
bus_BV11201069,-0.2757507856092126,0.1750808111768748,10,-1.5749913882951025,Foshan
bus_BV09000897,-0.22569546798784126,0.12961185255492824,10,-1.741317990027292,Foshan
bus_BV10713679,-0.24356467578205726,0.13547492892324756,10,-1.7978578009918664,Foshan
bus_BV10761250,-0.164351252512224,0.07620556704824222,10,-2.1566827373826043,Foshan
bus_BV10329387,-0.24840212727643451,0.10035770066613055,10,-2.4751673352017494,Foshan
bus_BV11688779,-0.32265630052733896,0.1120473511517741,10,-2.8796421192845756,Foshan
bus_BV10254181,-0.3385172260942116,0.11028850848921526,10,-3.069378669070743,Foshan
bus_BV09234559,-0.41307725505977644,0.13221230275246848,10,-3.1243478497585246,Foshan
bus_BV10254184,-0.287170417967901,0.0866035786948885,10,-3.315918223430969,Foshan
bus_BV10253171,-0.15598225164269006,0.03906335146854043,10,-3.9930575807796242,Foshan
bus_BV10252676,-0.39629035803756224,0.09002274211480736,10,-4.402113340549367,Foshan
bus_BV11645844,-0.20332162626026928,0.04575186284465662,10,-4.444006630080834,Foshan
bus_BV10325974,-0.35256311683643987,0.07927417579527622,10,-4.447388683964867,Foshan
bus_BV10252946,-0.45619451520159143,0.09835623194166838,10,-4.638185703273864,Foshan
bus_BV10251700,-0.2449249718114558,0.0517882032561887,10,-4.729357442780423,Foshan
bus_BV11639637,-0.22496075839702173,0.04041888194643336,10,-5.565732942287466,Foshan
bus_BV11688741,-0.306380834563717,0.04234691086019725,10,-7.235020358981772,Foshan
bus_BV10254016,-0.47504636218509483,0.056134286501344166,10,-8.4626759716089,Foshan
bus_BV10253646,-0.28605309600590945,0.03322330223461445,10,-8.610011367496304,Foshan
bus_BV10255309,-0.34494582511866234,0.0352092749944876,10,-9.797013065521421,Foshan
bus_BV10253093,-0.3633956013922346,0.03461888916329955,10,-10.497029373408855,Foshan
bus_BV10252216,-0.41850982969548517,0.03730500878512496,10,-11.218593189996254,Foshan
bus_BV10713669,-0.4098393280441338,0.033857716560481026,10,-12.104750368044531,Foshan
bus_BV11689447,-0.42038415602256557,0.030491804349922602,10,-13.786787207814434,Foshan
bus_BV10252284,-0.4788940188902446,0.03362847266403961,10,-14.240726341255552,Foshan
bus_BV10251783,-0.4955025634808348,0.03260608226719136,7,-15.196625201831235,Foshan
bus_BV11650105,-0.48026928809546254,0.03027731894536483,10,-15.862340068442107,Foshan
bus_BV09319768,-0.4366551109844772,0.02127772289021328,10,-20.52169341712703,Foshan
bus_BV11690546,-0.43335018392970415,0.018455904898403992,10,-23.48028728541541,Foshan
bus_BV10252420,-0.4807666158750641,0.01577663313158092,3,-30.473315005312422,Foshan
bus_BV10785163,-0.524338549567184,0.015464307085716665,10,-33.90635012596061,Foshan
