node,pre_eff,post_eff,efficiency_loss,lcc_loss,reachability_loss,centrality_consensus,degree_rank,interlayer_ratio,bottleneck_score,robust_score,city
bus_BV10845466,1.9084436059398536e-05,1.7577606364277858e-05,1.506829695120678e-06,0.12279321553903177,0.21727748691099477,10.150715646212838,54.5,0.0,4.356105256881453,4.356105256881453,ningbo
bus_BV09277590,1.9084436059398536e-05,1.9027188265609292e-05,5.724779378924423e-08,1.0242304591234763e-05,0.0,10.539444461677975,27.0,0.08333333333333333,0.8047703269213258,0.8047703269213258,ningbo
bus_BV09277524,1.9084436059398536e-05,1.9072151231270325e-05,1.2284828128211452e-08,1.0242304591234763e-05,0.0,9.185441481825674,27.0,0.08333333333333333,0.567357775304032,0.567357775304032,ningbo
bus_BV10654133,1.9084436059398536e-05,1.9076626382036597e-05,7.809677361939304e-09,0.0001714806148137571,0.0,8.411017437463176,27.0,0.08333333333333333,0.45287695779205556,0.45287695779205556,ningbo
bus_BV10194540,1.9084436059398536e-05,1.908119777293768e-05,3.238286460854954e-09,9.086145970249593e-05,0.0,12.34329570693816,2.5,0.0,0.43817131661016656,0.43817131661016656,ningbo
bus_BV10988137,1.9084436059398536e-05,1.9069842399111814e-05,1.4593660286721621e-08,0.00025209976992501826,0.002617801047120419,11.074013705447602,1.0,0.0,0.2836784053714356,0.2836784053714356,ningbo
bus_BV09165358,1.9084436059398536e-05,1.9084015725525678e-05,4.203338728581249e-10,1.0242304591234763e-05,0.0,7.2655565537489775,27.0,0.08333333333333333,0.27818692978625537,0.27818692978625537,ningbo
bus_BV10193640,1.9084436059398536e-05,1.9026712482900884e-05,5.772357649765162e-08,1.0242304591234763e-05,0.0,10.829495178447644,12.0,0.0,0.2676206656110232,0.2676206656110232,ningbo
bus_BV10654141,1.9084436059398536e-05,1.9083203250917155e-05,1.2328084813811987e-09,1.0242304591234763e-05,0.0,7.921502140270729,2.5,0.06666666666666667,0.2580935252275633,0.2580935252275633,ningbo
bus_BV10565481,1.9084436059398536e-05,1.9077714365753526e-05,6.721693645009763e-09,0.0001714806148137571,0.0,6.836327171647865,6.5,0.07692307692307693,0.1790178986261428,0.1790178986261428,ningbo
bus_BV10192194,1.9084436059398536e-05,1.90835570963464e-05,8.789630521360316e-10,1.0242304591234763e-05,0.0,6.730201397031325,6.5,0.07692307692307693,0.15641096510775038,0.15641096510775038,ningbo
bus_BV11689199,1.9084436059398536e-05,1.862141360719034e-05,4.630224522081958e-07,0.0001714806148137571,0.002617801047120419,6.911488457027927,91.0,0.0,0.089495511975182,0.089495511975182,ningbo
bus_BV10192143,1.9084436059398536e-05,1.9084436059398536e-05,0.0,1.0242304591234763e-05,0.0,6.506083481617823,6.5,0.07142857142857142,0.08489994185373856,0.08489994185373856,ningbo
bus_BV10443264,1.9084436059398536e-05,1.89428238018512e-05,1.4161225754733526e-07,0.0008164338557038464,0.005235602094240838,8.60226730862572,283.0,0.0,0.06536166352991933,0.06536166352991933,ningbo
bus_BV10706408,1.9084436059398536e-05,1.9047886621231998e-05,3.654943816653808e-08,1.0242304591234763e-05,0.0,9.558310540114908,27.0,0.0,0.06397379218178621,0.06397379218178621,ningbo
bus_BV11121455,1.9084436059398536e-05,1.9082083802790646e-05,2.3522566078899192e-09,9.086145970249593e-05,0.0,9.33410737897367,162.5,0.0,0.001130450963208171,0.001130450963208171,ningbo
bus_BV10666693,1.9084436059398536e-05,1.9084436059398536e-05,0.0,-7.037685051991538e-05,0.0,9.322104025042517,27.0,0.0,-0.004639155451593907,-0.004639155451593907,ningbo
bus_BV10394977,1.9084436059398536e-05,1.9084436059398536e-05,0.0,1.0242304591234763e-05,0.0,9.133385449139954,162.5,0.0,-0.031058008689853207,-0.031058008689853207,ningbo
bus_BV11351760,1.9084436059398536e-05,1.9091560230393865e-05,-7.124170995329477e-09,9.086145970249593e-05,0.0,9.129472280874442,468.0,0.0,-0.03720286984121902,-0.03720286984121902,ningbo
bus_BV10845472,1.9084436059398536e-05,1.9002749724737267e-05,8.168633466126864e-08,0.0037993425948202875,0.007853403141361256,7.79173276774328,91.0,0.0,-0.05496671131651193,-0.05496671131651193,ningbo
bus_BV10750717,1.9084436059398536e-05,1.900239999427365e-05,8.203606512488578e-08,0.0024288169579289587,0.007853403141361256,7.673268513067406,162.5,0.0,-0.08778226019887463,-0.08778226019887463,ningbo
bus_BV09099394,1.9084436059398536e-05,1.9084436059398536e-05,0.0,1.0242304591234763e-05,0.0,8.664827178650105,283.0,0.0,-0.09898309111000216,-0.09898309111000216,ningbo
bus_BV11380489,1.9084436059398536e-05,1.904041541173248e-05,4.402064766605669e-08,0.005089249076600355,0.007853403141361256,7.588439421215737,91.0,0.0,-0.10386726077617307,-0.10386726077617307,ningbo
bus_BV11578459,1.9084436059398536e-05,1.9084436059398536e-05,0.0,-7.037685051991538e-05,0.0,8.63080127774931,6.5,0.0,-0.10485464420622852,-0.10485464420622852,ningbo
bus_BV10622534,1.9084436059398536e-05,1.903043941360403e-05,5.3996645794506144e-08,0.0001714806148137571,0.002617801047120419,8.128453987664678,54.5,0.0,-0.10822474421866837,-0.10822474421866837,ningbo
bus_BV11457938,1.9084436059398536e-05,1.9060995390810298e-05,2.3440668588238327e-08,0.0001714806148137571,0.002617801047120419,8.294327079717242,27.0,0.0,-0.11212854997258916,-0.11212854997258916,ningbo
bus_BV11359698,1.9084436059398536e-05,1.905098265666931e-05,3.345340272922499e-08,0.002670674423262631,0.005235602094240838,7.751066174952786,54.5,0.0,-0.13537156941186618,-0.13537156941186618,ningbo
bus_BV11171920,1.9084436059398536e-05,1.9084436059398536e-05,0.0,-7.037685051991538e-05,0.0,8.144288002968441,27.0,0.0,-0.17538259423779884,-0.17538259423779884,ningbo
bus_BV11149917,1.9084436059398536e-05,1.9000485444780962e-05,8.395061461757359e-08,1.0242304591234763e-05,0.0,7.588562751739604,162.5,0.0,-0.17821471519101117,-0.17821471519101117,ningbo
bus_BV11375729,1.9084436059398536e-05,1.8917009721206982e-05,1.6742633819155387e-07,1.0242304591234763e-05,0.0,7.0167625149378186,468.0,0.0,-0.1847505008767686,-0.1847505008767686,ningbo
bus_BV09063514,1.9084436059398536e-05,1.908407388295277e-05,3.621764457655311e-10,1.0242304591234763e-05,0.0,7.810107099886236,162.5,0.0,-0.22255727354470967,-0.22255727354470967,ningbo
bus_BV11062841,1.9084436059398536e-05,1.9084232756093566e-05,2.0330330497022155e-10,1.0242304591234763e-05,0.0,7.576829949073821,12.0,0.0,-0.2565198834249306,-0.2565198834249306,ningbo
bus_BV09201467,1.9084436059398536e-05,1.9083523225467174e-05,9.128339313615682e-10,0.0001714806148137571,0.0,7.505780554836951,54.5,0.0,-0.2642927271547845,-0.2642927271547845,ningbo
bus_BV10193160,1.9084436059398536e-05,1.9084197239642065e-05,2.3881975647147826e-10,1.0242304591234763e-05,0.0,7.430137854243636,6.5,0.0,-0.2777527825660019,-0.2777527825660019,ningbo
bus_BV11337751,1.9084436059398536e-05,1.908429435942515e-05,1.4169997338651518e-10,1.0242304591234763e-05,0.0,7.404900334556927,12.0,0.0,-0.2815002045136275,-0.2815002045136275,ningbo
bus_BV10194212,1.9084436059398536e-05,1.909252718228909e-05,-8.091122890554938e-09,1.0242304591234763e-05,0.0,7.216894470760022,468.0,0.0,-0.3162853146497779,-0.3162853146497779,ningbo
bus_BV10467660,1.9084436059398536e-05,1.908215733767079e-05,2.2787217277463136e-09,1.0242304591234763e-05,0.0,7.037076712504593,6.5,0.0,-0.33286742387118257,-0.33286742387118257,ningbo
bus_BV10196256,1.9084436059398536e-05,1.9080922136522642e-05,3.5139228758942673e-09,1.0242304591234763e-05,0.0,6.964775446756519,283.0,0.0,-0.3422188110837593,-0.3422188110837593,ningbo
bus_BV11318103,1.9084436059398536e-05,1.9084436059398536e-05,0.0,1.0242304591234763e-05,0.0,6.983099828184803,54.5,0.0,-0.34277660855053815,-0.34277660855053815,ningbo
bus_BV10192539,1.9084436059398536e-05,1.90757326516425e-05,8.703407756036822e-09,1.0242304591234763e-05,0.0,6.888802034567041,283.0,0.0,-0.34848552146675194,-0.34848552146675194,ningbo
bus_BV10983814,1.9084436059398536e-05,1.9027918923332778e-05,5.651713606575826e-08,1.0242304591234763e-05,0.0,6.580395267067066,27.0,0.0,-0.34945847449164363,-0.34945847449164363,ningbo
bus_BV10502528,1.9084436059398536e-05,1.904490117595878e-05,3.953488343975644e-08,0.0001714806148137571,0.002617801047120419,6.5283369171722745,468.0,0.0,-0.3534158197814037,-0.3534158197814037,ningbo
bus_BV10193156,1.9084436059398536e-05,1.9046113254394344e-05,3.83228050041917e-08,1.0242304591234763e-05,0.0,6.646689492972038,12.0,0.0,-0.35649055108220845,-0.35649055108220845,ningbo
bus_BV09261901,1.9084436059398536e-05,1.9083570655357797e-05,8.654040407394636e-10,1.0242304591234763e-05,0.0,6.819223811400503,27.0,0.0,-0.36574148992079075,-0.36574148992079075,ningbo
bus_BV11492390,1.9084436059398536e-05,1.9084436059398536e-05,0.0,-7.037685051991538e-05,0.0,6.829069136243299,54.5,0.0,-0.36604479262231243,-0.36604479262231243,ningbo
bus_BV10196067,1.9084436059398536e-05,1.9076460806198343e-05,7.97525320019336e-09,1.0242304591234763e-05,0.0,6.444951035202741,162.5,0.0,-0.41349493480388694,-0.41349493480388694,ningbo
bus_BV10392342,1.9084436059398536e-05,1.9079122557290225e-05,5.313502108310775e-09,1.0242304591234763e-05,0.0,6.448155256865694,283.0,0.0,-0.4154651553435194,-0.4154651553435194,ningbo
bus_BV10196602,1.9084436059398536e-05,1.9084369587977632e-05,6.647142090362513e-11,1.0242304591234763e-05,0.0,6.342660106058525,54.5,0.0,-0.43555787911245586,-0.43555787911245586,ningbo
bus_BV11067683,1.9084436059398536e-05,1.9084436059398536e-05,0.0,1.0242304591234763e-05,0.0,6.293899836005769,162.5,0.0,-0.4426872690192686,-0.4426872690192686,ningbo
bus_BV10192388,1.9084436059398536e-05,1.907852594308021e-05,5.910116318325227e-09,1.0242304591234763e-05,0.0,6.232985258202073,27.0,0.0,-0.446111791240326,-0.446111791240326,ningbo
