node,mean_score,std_score,boot_times,stability_score,city
bus_BV10994114,1.4957394126843873,0.054064743963752424,10,27.665702755018582,Wuhan
bus_BV10940754,1.8103385582128424,0.1093909230224457,10,16.5492560324116,Wuhan
bus_BV10974228,0.3340288745811862,0.022192621766282436,10,15.051341278445431,Wuhan
bus_BV10057986,1.1396978379692022,0.08269448647081981,10,13.782027663368922,Wuhan
bus_BV10058480,0.5729579301157812,0.05969989372526648,10,9.597300738582115,Wuhan
bus_BV11438562,1.375259309526014,0.20591879506311053,10,6.678648456145231,Wuhan
bus_BV10058419,0.6151273687584587,0.11209910553733564,10,5.48735256125714,Wuhan
bus_BV10549854,0.4887929189079929,0.09237566570277196,10,5.291359605105714,Wuhan
bus_BV10058710,0.390476015252536,0.08586846440521148,10,4.547373386534016,Wuhan
bus_BV11291561,0.7149679059538034,0.16675726405528918,10,4.287476573386252,Wuhan
bus_BV11339064,0.5608902447096404,0.26956175359462686,10,2.080748535067162,Wuhan
bus_BV11692835,0.21540678163555013,0.14860818419191849,10,1.449494644671917,Wuhan
bus_BV11432331,0.03913686139162975,0.03110230970802632,10,1.2583261235505216,Wuhan
bus_BV10058485,0.049185997300083724,0.04336734557334224,10,1.1341710060439603,Wuhan
bus_BV10404737,0.04397374780898951,0.04776996287485879,10,0.9205311446206154,Wuhan
bus_BV10931518,0.10411998669528688,0.20853935341235535,10,0.49928217383787254,Wuhan
bus_BV10060070,-0.017368318309081254,0.15724998461969428,8,-0.11045035868577394,Wuhan
bus_BV11214953,-0.025216867842714645,0.07429902780943244,2,-0.3393969637587057,Wuhan
bus_BV10747787,-0.44113188542360854,0.0,1,-0.44113188542360854,Wuhan
bus_BV10058773,-0.10175661923141358,0.07904478689037116,10,-1.2873284926336381,Wuhan
bus_BV10059965,-0.09797805775172423,0.0723788998173186,10,-1.3536824193541577,Wuhan
bus_BV10058378,-0.10198246992950347,0.06204855598955883,10,-1.6435910855162146,Wuhan
bus_BV10059010,-0.10652795218985715,0.06387893446146105,10,-1.6676536077412296,Wuhan
bus_BV10817015,-0.10422670116762074,0.04924361594855438,10,-2.1165521254772766,Wuhan
bus_BV11199994,-0.184310660439607,0.07127615578263863,10,-2.585866655645795,Wuhan
bus_BV10447717,-0.27055140030765673,0.10158407188013216,10,-2.663324758173271,Wuhan
bus_BV10059127,-0.16070140316780984,0.05086600031953513,10,-3.1593081933947618,Wuhan
bus_BV10845098,-0.17813558460435014,0.04523722770202819,10,-3.9378086208027576,Wuhan
bus_BV10057980,-0.26511546355599414,0.05764544198721771,10,-4.599069907800892,Wuhan
bus_BV10417962,-0.3766336019433393,0.07469504103535204,10,-5.042283213182146,Wuhan
bus_BV10058451,-0.4969640508993103,0.08897662804017578,10,-5.585331856154368,Wuhan
bus_BV10057944,-0.22512562114709883,0.040260800377225084,10,-5.591681315844772,Wuhan
bus_BV10057983,-0.38284791222745285,0.0513717268230282,10,-7.452500847817066,Wuhan
bus_BV10058621,-0.45076471536662116,0.057668104888840256,10,-7.816532866307576,Wuhan
bus_BV10057956,-0.3904416237510885,0.04974394095883441,9,-7.849027192757534,Wuhan
bus_BV10651330,-0.09563466578228502,0.009893217434647387,10,-9.666680202595952,Wuhan
bus_BV10057995,-0.10434061217289718,0.010235819839619265,10,-10.193664197995135,Wuhan
bus_BV10604412,-0.1841177398155505,0.01708722591612233,10,-10.775162274304984,Wuhan
bus_BV10059123,-0.3720469197444122,0.034380899221551096,10,-10.821322884364,Wuhan
bus_BV10057973,-0.3472187377609138,0.02769127861683254,10,-12.538915850591797,Wuhan
bus_BV11166858,-0.41507940075229194,0.030769420785305382,10,-13.489992832448568,Wuhan
bus_BV10057969,-0.21287115739155546,0.013760550771388956,10,-15.469657154827477,Wuhan
bus_BV10058537,-0.4041457540324086,0.024307959991306125,10,-16.626059443752542,Wuhan
bus_BV11261683,-0.3922735196100762,0.022044181437396646,10,-17.794869942229216,Wuhan
bus_BV10059774,-0.5038261397450631,0.028222166392183487,10,-17.852136303867923,Wuhan
bus_BV10974227,-0.5172289170150156,0.027541583715245448,9,-18.77991965035441,Wuhan
bus_BV10557843,-0.37923263979861294,0.019358737735364416,10,-19.589729923792206,Wuhan
bus_BV10058219,-0.21000869481288081,0.00934633739302133,10,-22.46960079503237,Wuhan
bus_BV09254030,-0.49602224049344634,0.017576759856613028,10,-28.22032970448347,Wuhan
bus_BV10999365,-0.45751339432691907,0.015553606607129072,10,-29.415241861961267,Wuhan
bus_BV10059305,-0.4207764756993697,0.01383541395423694,10,-30.412980266536156,Wuhan
bus_BV09347275,-0.5170418088735375,0.011243289356301521,9,-45.98666214323926,Wuhan
bus_BV11061455,-0.5303855710074802,0.01006916211050437,2,-52.67419855244811,Wuhan
