node,pre_eff,post_eff,efficiency_loss,lcc_loss,reachability_loss,centrality_consensus,degree_rank,interlayer_ratio,bottleneck_score,robust_score,city
bus_BV10457807,3.735443393981785e-05,3.613250828553808e-05,1.2219256542797693e-06,0.011256488588235025,0.028169014084507043,6.891467428926756,487.5,0.0,1.9587970065549725,1.9587970065549725,Nanchang
bus_BV10273606,3.735443393981785e-05,3.697475242825284e-05,3.7968151156501364e-07,0.021646098977845418,0.026156941649899398,8.755754826190836,2.5,0.0,1.7920329219022577,1.7920329219022577,Nanchang
bus_BV10273610,3.735443393981785e-05,3.7046574820509257e-05,3.078591193085941e-07,0.017749995081741465,0.022132796780684104,5.826493699233345,25.5,0.0,1.161738772933572,1.161738772933572,Nanchang
bus_BV10839126,3.735443393981785e-05,3.702300851568053e-05,3.3142542413731825e-07,0.007793285125031524,0.018108651911468814,8.975110699559657,9.0,0.0,0.9110024422797056,0.9110024422797056,Nanchang
bus_BV11400456,3.735443393981785e-05,3.697354001653713e-05,3.8089392328072123e-07,0.006278133609880054,0.022132796780684104,6.584241136069828,110.0,0.0,0.7726529555973214,0.7726529555973214,Nanchang
bus_BV10273227,3.735443393981785e-05,3.700134638478425e-05,3.530875550335983e-07,0.00043397776572418056,0.002012072434607646,8.691407449631255,25.5,0.09090909090909091,0.7576619176747239,0.7576619176747239,Nanchang
bus_BV10274536,3.735443393981785e-05,3.7079383272056455e-05,2.750506677613954e-07,0.007360384692131072,0.014084507042253521,8.565783683165748,5.5,0.0,0.6904978819618288,0.6904978819618288,Nanchang
bus_BV09006443,3.735443393981785e-05,3.7110151595102914e-05,2.442823447149363e-07,0.0002175275492739548,0.0,16.298456605245477,2.5,0.0,0.6728293205146411,0.6728293205146411,Nanchang
bus_BV10273051,3.735443393981785e-05,3.726269346602236e-05,9.174047379548937e-08,1.0773328237290158e-06,0.0,8.5563876340736,67.0,0.1111111111111111,0.5739995371293185,0.5739995371293185,Nanchang
bus_BV10273353,3.735443393981785e-05,3.729566305777908e-05,5.8770882038770616e-08,0.0012997786315250837,0.002012072434607646,15.223285644818736,1.0,0.0,0.508862727742948,0.508862727742948,Nanchang
bus_BV10273165,3.735443393981785e-05,3.713320756293703e-05,2.2122637688081989e-07,0.0002175275492739548,0.0,6.768537726876789,13.5,0.09090909090909091,0.3919619094254073,0.3919619094254073,Nanchang
bus_BV10273467,3.735443393981785e-05,3.709093722429516e-05,2.6349671552269063e-07,0.0043300816618280225,0.008048289738430584,8.435611953392396,5.5,0.0,0.362105899230915,0.362105899230915,Nanchang
bus_BV10912397,3.735443393981785e-05,3.711161970950195e-05,2.428142303158973e-07,1.0773328237290158e-06,0.0,5.899979206342967,25.5,0.09090909090909091,0.31995595141161515,0.31995595141161515,Nanchang
bus_BV10873756,3.735443393981785e-05,3.671159283845579e-05,6.428411013620599e-07,0.00194912928087565,0.0,5.788706703549792,487.5,0.0,0.12567765501781147,0.12567765501781147,Nanchang
bus_BV10600171,3.735443393981785e-05,3.733843626935089e-05,1.599767046696392e-08,1.0773328237290158e-06,0.0,5.841296149345782,25.5,0.09090909090909091,0.10889003977559875,0.10889003977559875,Nanchang
bus_BV09181591,3.735443393981785e-05,3.679887889696189e-05,5.555550428559594e-07,1.0773328237290158e-06,0.0,7.0356816368810025,110.0,0.0,0.07437422851168556,0.07437422851168556,Nanchang
bus_BV10326147,3.735443393981785e-05,3.720088239651472e-05,1.5355154330313169e-07,0.0021655794973258757,0.006036217303822937,7.925375332730404,9.0,0.0,0.05963599244529101,0.05963599244529101,Nanchang
bus_BV11440759,3.735443393981785e-05,3.671159283845579e-05,6.428411013620599e-07,1.0773328237290158e-06,0.0,5.720332475147849,110.0,0.0,0.029846573632557966,0.029846573632557966,Nanchang
bus_BV10273466,3.735443393981785e-05,3.7054199043202596e-05,3.002348966152547e-07,0.0006504279821744063,0.002012072434607646,6.788920021979981,25.5,0.0,-0.0948612130126626,-0.0948612130126626,Nanchang
